Country Name,Year,GDP per capita (current US$),Bachelor ,lower secondary,post-secondary,primary,short-cycle tertiary,upper secondary,Master,Doctoral
Paraguay,2017 [YR2017],6152.267115,..,48.00999832,..,74.30999756,..,38.33000183,..,..
Paraguay,2018 [YR2018],6258.449916,15.75,49.25,..,74.55999756,17.20999908,39.31000137,7.119999886,0.050000001
Paraguay,2019 [YR2019],5821.181995,16.84000015,51.04000092,..,75.20999908,18.65999985,41.77999878,7.46999979,0.079999998
Paraguay,2020 [YR2020],5365.472207,16.53000069,52.47000122,..,76.08000183,17.94000053,42.15000153,6.289999962,0.01
Paraguay,2021 [YR2021],5976.931798,..,54.31000137,..,77.33000183,..,43.47999954,..,..
Paraguay,2022 [YR2022],6205.625954,..,57.47999954,..,80.41000366,..,46.99000168,..,..
Paraguay,2023 [YR2023],6276.351139,..,..,..,..,..,..,..,..
Peru,1970 [YR1970],550.4846094,..,..,..,..,..,..,..,..
Peru,1971 [YR1971],599.0419676,..,..,..,..,..,..,..,..
Peru,1972 [YR1972],646.6796867,..,13.89000034,..,27.54999924,2.99000001,9.020000458,..,..
Peru,1973 [YR1973],753.9245812,..,..,..,..,..,..,..,..
Peru,1974 [YR1974],926.5799505,..,..,..,..,..,..,..,..
Peru,1975 [YR1975],1104.16133,..,..,..,..,..,..,..,..
Peru,1976 [YR1976],1026.414385,..,..,..,..,..,..,..,..
Peru,1977 [YR1977],902.860901,..,..,..,..,..,..,..,..
Peru,1978 [YR1978],756.3473068,..,..,..,..,..,..,..,..
Peru,1979 [YR1979],942.1769017,..,..,..,..,..,..,..,..
Peru,1980 [YR1980],1044.691655,..,..,..,..,..,..,..,..
Peru,1981 [YR1981],1216.273502,..,27.62999916,..,44.25999832,8.18999958,18.5,..,..
Peru,1982 [YR1982],1194.450006,..,..,..,..,..,..,..,..
Peru,1983 [YR1983],927.2586569,..,..,..,..,..,..,..,..
Peru,1984 [YR1984],917.8962747,..,..,..,..,..,..,..,..
Peru,1985 [YR1985],767.4358875,..,..,..,..,..,..,..,..
Peru,1986 [YR1986],1086.609138,..,..,..,..,..,..,..,..
Peru,1987 [YR1987],1792.300702,..,..,..,..,..,..,..,..
Peru,1988 [YR1988],733.2997849,..,..,..,..,..,..,..,..
Peru,1989 [YR1989],1044.907258,..,..,..,..,..,..,..,..
Peru,1990 [YR1990],1199.666668,..,..,..,..,..,..,..,..
Peru,1991 [YR1991],1527.388795,..,..,..,..,..,..,..,..
Peru,1992 [YR1992],1567.409108,..,..,..,..,..,..,..,..
Peru,1993 [YR1993],1487.674043,..,42.54999924,..,..,18.44000053,..,..,..
Peru,1994 [YR1994],1879.366578,..,..,..,..,..,..,..,..
Peru,1995 [YR1995],2189.534315,..,..,..,..,..,..,..,..
Peru,1996 [YR1996],2226.916824,..,..,..,..,..,..,..,..
Peru,1997 [YR1997],2300.672008,..,..,..,..,..,..,..,..
Peru,1998 [YR1998],2156.393777,..,..,..,..,..,..,..,..
Peru,1999 [YR1999],1916.533974,..,..,..,..,..,..,..,..
Peru,2000 [YR2000],1945.413385,..,42.54999924,..,51,..,37.22000122,..,..
Peru,2001 [YR2001],1929.57273,..,43.20000076,..,52.77000046,..,38.04999924,..,..
Peru,2002 [YR2002],2007.370196,..,44.68999863,..,54.56000137,..,39.11999893,..,..
Peru,2003 [YR2003],2129.441142,..,43.74000168,..,52.11000061,..,38.68000031,..,..
Peru,2004 [YR2004],2397.251473,..,45.88000107,..,54.95000076,11.76000023,40.68999863,..,..
Peru,2005 [YR2005],2706.669473,..,46.61000061,..,55.54999924,15.14000034,41.38000107,..,..
Peru,2006 [YR2006],3129.559965,..,47.43999863,..,57.33000183,16,42.36999893,..,..
Peru,2007 [YR2007],3581.089308,..,49.49000168,..,59.65000153,17.05999947,44.43999863,..,..
Peru,2008 [YR2008],4197.584446,..,50.22000122,..,59.84000015,17.22999954,44.63999939,..,..
Peru,2009 [YR2009],4181.187555,..,50.36000061,..,59.83000183,17.82999992,45.04000092,..,..
Peru,2010 [YR2010],5072.11494,..,50.20000076,..,60.25,19.90999985,44.90999985,..,..
Peru,2011 [YR2011],5861.357936,..,50.40999985,..,60.52000046,20.92000008,45.29000092,..,..
Peru,2012 [YR2012],6519.37853,..,52.34000015,..,62.08000183,21.72999954,47.47999954,..,..
Peru,2013 [YR2013],6746.800257,..,51.68999863,..,62.13000107,20.57999992,46.45999908,..,..
Peru,2014 [YR2014],6667.134104,..,52.06999969,..,63.09000015,20.96999931,46.70999908,1.889999986,..
Peru,2015 [YR2015],6231.711503,..,53.36999893,..,64.91999817,20.84000015,47.97999954,1.629999995,..
Peru,2016 [YR2016],6217.036,..,53.34000015,..,64.69000244,..,47.86000061,..,..
Peru,2017 [YR2017],6736.166937,..,53.95999908,..,65.18000031,..,48.75999832,..,..
Peru,2018 [YR2018],6978.491215,..,54.31999969,..,65.69000244,21.14999962,49.02000046,11.05000019,..
Peru,2019 [YR2019],7037.008037,..,55.45000076,..,67.08999634,..,50.27999878,..,..
Peru,2020 [YR2020],6133.325524,..,55.95999908,..,68.58000183,..,50.09999847,..,..
Peru,2021 [YR2021],6826.972007,..,55.56000137,..,68.77999878,..,49.86999893,..,..
Peru,2022 [YR2022],7363.272069,..,57.02000046,24.77509308,70.15000153,13.24753857,51.61999893,..,1.743800282
Peru,2023 [YR2023],7906.585029,..,65.91856384,26.29766083,82.00982666,14.25746441,60.55539703,..,1.974528909
Suriname,1970 [YR1970],724.4849015,..,..,..,..,..,..,..,..
Suriname,1971 [YR1971],767.9903657,..,..,..,..,..,..,..,..
Suriname,1972 [YR1972],784.951675,..,..,..,..,..,..,..,..
Suriname,1973 [YR1973],857.6907917,..,..,..,..,..,..,..,..
Suriname,1974 [YR1974],1041.084547,..,..,..,..,..,..,..,..
Suriname,1975 [YR1975],1190.019685,..,..,..,..,..,..,..,..
Suriname,1976 [YR1976],1301.865363,..,..,..,..,..,..,..,..
Suriname,1977 [YR1977],1665.943849,..,..,..,..,..,..,..,..
Suriname,1978 [YR1978],1927.906014,..,..,..,..,..,..,..,..
Suriname,1979 [YR1979],2072.287753,..,..,..,..,..,..,..,..
Suriname,1980 [YR1980],2117.870834,..,..,..,..,..,..,..,..
Suriname,1981 [YR1981],2367.768518,..,..,..,..,..,..,..,..
Suriname,1982 [YR1982],2429.923915,..,..,..,..,..,..,..,..
Suriname,1983 [YR1983],2332.697903,..,..,..,..,..,..,..,..
Suriname,1984 [YR1984],2260.63795,..,..,..,..,..,..,..,..
Suriname,1985 [YR1985],2255.977177,..,..,..,..,..,..,..,..
Suriname,1986 [YR1986],2271.047333,..,..,..,..,..,..,..,..
Suriname,1987 [YR1987],2469.067373,..,..,..,..,..,..,..,..
Suriname,1988 [YR1988],2886.429802,..,..,..,..,..,..,..,..
Suriname,1989 [YR1989],1328.570134,..,..,..,..,..,..,..,..
Suriname,1990 [YR1990],941.5917361,..,..,..,..,..,..,..,..
Suriname,1991 [YR1991],1079.725213,..,..,..,..,..,..,..,..
Suriname,1992 [YR1992],968.8952535,..,..,..,..,..,..,..,..
Suriname,1993 [YR1993],1022.445835,..,..,..,..,..,..,..,..
Suriname,1994 [YR1994],1433.542557,..,..,..,..,..,..,..,..
Suriname,1995 [YR1995],1609.825044,..,..,..,..,..,..,..,..
Suriname,1996 [YR1996],1962.884958,..,..,..,..,..,..,..,..
Suriname,1997 [YR1997],2067.598149,..,..,..,..,..,..,..,..
Suriname,1998 [YR1998],2428.58642,..,..,..,..,..,..,..,..
Suriname,1999 [YR1999],1898.180182,..,..,..,..,..,..,..,..
Suriname,2000 [YR2000],1988.221729,..,..,..,..,..,..,..,..
Suriname,2001 [YR2001],1714.648466,..,..,..,..,..,..,..,..
Suriname,2002 [YR2002],2202.340682,..,..,..,..,..,..,..,..
Suriname,2003 [YR2003],2516.10404,..,..,..,..,..,..,..,..
Suriname,2004 [YR2004],2887.772173,..,48.5,3.359999895,83.95999908,3.359999895,7.809999943,..,..
Suriname,2005 [YR2005],3453.428659,..,..,..,..,..,..,..,..
Suriname,2006 [YR2006],5002.657987,..,..,..,..,..,..,..,..
Suriname,2007 [YR2007],5530.176156,..,..,..,..,..,..,..,..
Suriname,2008 [YR2008],6576.085463,..,..,..,..,..,..,..,..
Suriname,2009 [YR2009],7129.576863,..,..,..,..,..,..,..,..
Suriname,2010 [YR2010],7943.604828,..,..,..,..,..,..,..,..
Suriname,2011 [YR2011],7949.888672,..,..,..,..,..,..,..,..
Suriname,2012 [YR2012],8851.240507,..,60.72000122,..,88.13999939,10.09000015,26.25,..,..
Suriname,2013 [YR2013],9043.192815,..,..,..,..,..,..,..,..
Suriname,2014 [YR2014],9108.189054,..,..,..,..,..,..,..,..
Suriname,2015 [YR2015],8813.617054,..,..,..,..,..,..,..,..
Suriname,2016 [YR2016],5644.206106,..,38.81520081,16.61978912,74.41740417,12.57184029,34.43599701,..,0.744490504
Suriname,2017 [YR2017],6049.521286,..,..,..,..,..,..,..,..
Suriname,2018 [YR2018],6665.741805,5.334609985,45.46498871,..,73.85784912,..,23.2474308,..,..
Suriname,2019 [YR2019],6629.667752,..,..,..,..,..,..,..,..
Suriname,2020 [YR2020],4755.392217,..,..,..,..,..,..,..,..
Suriname,2021 [YR2021],5029.848385,..,..,..,..,..,..,..,..
Suriname,2022 [YR2022],6084.438767,..,..,..,..,..,..,..,..
Suriname,2023 [YR2023],5494.074094,..,..,..,..,..,..,..,..
Uruguay,1970 [YR1970],765.763012,..,..,..,..,..,..,..,..
Uruguay,1971 [YR1971],1000.283654,..,..,..,..,..,..,..,..
Uruguay,1972 [YR1972],775.9372511,..,..,..,..,..,..,..,..
Uruguay,1973 [YR1973],1397.289603,..,..,..,..,..,..,..,..
Uruguay,1974 [YR1974],1433.177975,..,..,..,..,..,..,..,..
Uruguay,1975 [YR1975],1231.85371,..,23.40999985,..,54.61999893,6.769999981,6.769999981,..,..
Uruguay,1976 [YR1976],1268.303032,..,..,..,..,..,..,..,..
Uruguay,1977 [YR1977],1414.2379,..,..,..,..,..,..,..,..
Uruguay,1978 [YR1978],1678.309256,..,..,..,..,..,..,..,..
Uruguay,1979 [YR1979],2442.659579,..,..,..,..,..,..,..,..
Uruguay,1980 [YR1980],3442.812306,..,..,..,..,..,..,..,..
Uruguay,1981 [YR1981],3728.44557,..,..,..,..,..,..,..,..
Uruguay,1982 [YR1982],3084.79407,..,..,..,..,..,..,..,..
Uruguay,1983 [YR1983],1707.144628,..,..,..,..,..,..,..,..
Uruguay,1984 [YR1984],1615.406473,..,..,..,..,..,..,..,..
Uruguay,1985 [YR1985],1568.432165,..,38.90000153,..,..,8.93999958,..,..,..
Uruguay,1986 [YR1986],1938.810849,..,..,..,..,..,..,..,..
Uruguay,1987 [YR1987],2415.654199,..,..,..,..,..,..,..,..
Uruguay,1988 [YR1988],2677.197777,..,..,..,..,..,..,..,..
Uruguay,1989 [YR1989],2734.366239,..,..,..,..,..,..,..,..
Uruguay,1990 [YR1990],2995.361057,..,..,..,..,..,..,..,..
Uruguay,1991 [YR1991],3589.015419,..,..,..,..,..,..,..,..
Uruguay,1992 [YR1992],4101.710542,..,..,..,..,..,..,..,..
Uruguay,1993 [YR1993],4753.009247,..,..,..,..,..,..,..,..
Uruguay,1994 [YR1994],5507.564813,..,..,..,..,..,..,..,..
Uruguay,1995 [YR1995],6050.486323,..,..,..,..,..,..,..,..
Uruguay,1996 [YR1996],6398.435752,..,43.61999893,..,..,11.31000042,..,..,..
Uruguay,1997 [YR1997],7436.293426,..,..,..,..,..,..,..,..
Uruguay,1998 [YR1998],7836.891833,..,..,..,..,..,..,..,..
Uruguay,1999 [YR1999],7370.569955,..,..,..,..,..,..,..,..
Uruguay,2000 [YR2000],6987.700988,..,..,..,..,..,..,..,..
Uruguay,2001 [YR2001],6382.761047,..,..,..,..,..,..,..,..
Uruguay,2002 [YR2002],4149.761403,..,..,..,..,..,..,..,..
Uruguay,2003 [YR2003],3671.123293,..,60.24000168,..,91.76999664,11.89000034,36.63999939,..,..
Uruguay,2004 [YR2004],4168.660654,..,..,..,..,..,..,..,..
Uruguay,2005 [YR2005],5284.25678,..,..,..,..,..,..,..,..
Uruguay,2006 [YR2006],6001.332948,..,48.5,11.35000038,83.20999908,11.35000038,26.89999962,..,..
Uruguay,2007 [YR2007],7222.054036,..,..,..,..,..,..,..,..
Uruguay,2008 [YR2008],9423.965626,..,47.63000107,16.57999992,85.76000214,11.31999969,25.29999924,..,..
Uruguay,2009 [YR2009],9881.395731,..,50.08000183,16.72999954,85.86000061,11.56999969,27.07999992,..,..
Uruguay,2010 [YR2010],12641.05768,..,51.45000076,16.43000031,85.98000336,11.14999962,27.60000038,..,..
Uruguay,2011 [YR2011],15132.26757,..,54.18000031,12.97000027,87.62999725,12.97000027,29.87999916,..,..
Uruguay,2012 [YR2012],16259.59408,..,54.45000076,12.96000004,88.56999969,12.96000004,29.44000053,..,..
Uruguay,2013 [YR2013],18335.25948,7.579999924,53.75,13.93999958,88.65000153,13.93999958,29.03000069,1.429999948,0.059999999
Uruguay,2014 [YR2014],18322.42768,8,55.11000061,..,89.52999878,14.42000008,29.97999954,1.75,..
Uruguay,2015 [YR2015],17125.90168,12.75,55.84000015,..,89.63999939,14.57999992,30.14999962,1.789999962,..
Uruguay,2016 [YR2016],17009.75869,13.10000038,56.72000122,..,90.08000183,14.78999996,30.20999908,1.889999986,..
Uruguay,2017 [YR2017],19184.66267,13.81000042,57.68999863,..,90.37999725,15.60000038,31.62000084,2.049999952,..
Uruguay,2018 [YR2018],19249.94015,13.88000011,58.56999969,..,91.37999725,15.72000027,31.85000038,2.210000038,..
Uruguay,2019 [YR2019],18315.73529,14.22999954,59.5,..,91.59999847,16.06999969,33.13999939,2.309999943,..
Uruguay,2020 [YR2020],15789.68574,..,..,..,..,..,..,..,..
Uruguay,2021 [YR2021],17888.21151,..,62.52999878,..,92.55000305,..,36.79000092,..,..
Uruguay,2022 [YR2022],20691.9739,25.42000008,64.62000275,..,93.25,27.38999939,38.11000061,3.859999895,2.849802971
Uruguay,2023 [YR2023],22797.81117,..,63.23171616,17.08974648,93.1510849,14.98923588,36.65903473,..,2.572585106
Venezuela,1970 [YR1970],1015.219908,..,..,..,..,..,..,..,..
Venezuela,1971 [YR1971],1106.088243,..,11.72999954,..,..,1.309999943,..,..,..
Venezuela,1972 [YR1972],1155.262363,..,..,..,..,..,..,..,..
Venezuela,1973 [YR1973],1366.83362,..,..,..,..,..,..,..,..
Venezuela,1974 [YR1974],2033.519008,..,..,..,..,..,..,..,..
Venezuela,1975 [YR1975],2078.15342,..,..,..,..,..,..,..,..
Venezuela,1976 [YR1976],2309.192935,..,..,..,..,..,..,..,..
Venezuela,1977 [YR1977],2585.220511,..,..,..,..,..,..,..,..
Venezuela,1978 [YR1978],2727.137466,..,..,..,..,..,..,..,..
Venezuela,1979 [YR1979],3256.649087,..,..,..,..,..,..,..,..
Venezuela,1980 [YR1980],3874.404706,..,..,..,..,..,..,..,..
Venezuela,1981 [YR1981],4228.098815,..,27.36000061,..,..,5.460000038,..,..,..
Venezuela,1982 [YR1982],4201.542835,..,..,..,..,..,..,..,..
Venezuela,1983 [YR1983],4078.942331,..,..,..,..,..,..,..,..
Venezuela,1984 [YR1984],3519.801465,..,..,..,..,..,..,..,..
Venezuela,1985 [YR1985],3548.704343,..,..,..,..,..,..,..,..
Venezuela,1986 [YR1986],3376.349606,..,..,..,..,..,..,..,..
Venezuela,1987 [YR1987],2610.988371,..,..,..,..,..,..,..,..
Venezuela,1988 [YR1988],3191.476337,..,..,..,..,..,..,..,..
Venezuela,1989 [YR1989],2250.084597,..,..,..,..,..,..,..,..
Venezuela,1990 [YR1990],2451.552311,..,23.37000084,..,..,11.27000046,..,..,..
Venezuela,1991 [YR1991],2632.539698,..,..,..,..,..,..,..,..
Venezuela,1992 [YR1992],2907.303344,..,..,..,..,..,..,..,..
Venezuela,1993 [YR1993],2824.691444,..,..,..,..,..,..,..,..
Venezuela,1994 [YR1994],2688.983251,..,..,..,..,..,..,..,..
Venezuela,1995 [YR1995],3486.983506,..,..,..,..,..,..,..,..
Venezuela,1996 [YR1996],3112.825848,..,..,..,..,..,..,..,..
Venezuela,1997 [YR1997],3710.826884,..,..,..,..,..,..,..,..
Venezuela,1998 [YR1998],3869.982588,..,..,..,..,..,..,..,..
Venezuela,1999 [YR1999],4070.906192,..,..,..,..,..,..,..,..
Venezuela,2000 [YR2000],4776.281676,..,42.79000092,..,74.63999939,..,31.43000031,..,..
Venezuela,2001 [YR2001],4920.393136,..,44.63999939,22,76.05000305,20.36000061,33.20000076,..,..
Venezuela,2002 [YR2002],3652.098965,..,44.59000015,..,76.09999847,..,32.97999954,..,..
Venezuela,2003 [YR2003],3229.505571,..,45.38000107,..,76.06999969,..,34.02999878,..,..
Venezuela,2004 [YR2004],4269.089709,..,45.38999939,..,76.75,..,34,..,..
Venezuela,2005 [YR2005],5432.485418,..,49.56999969,..,78.26000214,..,36.74000168,..,..
Venezuela,2006 [YR2006],6739.380653,..,51.93999863,..,80.58999634,14.60000038,41.09000015,..,..
Venezuela,2007 [YR2007],8331.62097,..,53.13999939,..,81.56999969,15.89999962,42.66999817,..,..
Venezuela,2008 [YR2008],11262.45143,..,55.25,..,82.77999878,16.95999908,44.70000076,..,..
Venezuela,2009 [YR2009],11596.60219,..,56.52000046,..,83.52999878,18.45999908,46.45000076,..,..
Venezuela,2010 [YR2010],13646.30466,..,58.25,..,84.29000092,..,48.50999832,..,..
Venezuela,2011 [YR2011],10843.92297,22.20000076,59.81999969,28.94000053,85.23999786,28.94000053,50.59999847,..,..
Venezuela,2012 [YR2012],12901.41716,..,59.65000153,..,85.98000336,..,50.86000061,..,..
Venezuela,2013 [YR2013],12403.1467,..,61.88000107,..,86.65000153,..,53.40999985,..,..
Venezuela,2014 [YR2014],15943.61272,..,63.52999878,..,87.18000031,..,55.43000031,..,..
Venezuela,2015 [YR2015],..,26,72.05000305,35.47000122,88.70999908,34.77000046,59.68999863,1.24000001,..
Venezuela,2016 [YR2016],..,29.45000076,76.51000214,39.74000168,93.37999725,38.74000168,65.18000031,1.200000048,..
Venezuela,2017 [YR2017],..,26.81887054,73.04293823,34.94200516,96.27899933,34.94200516,61.30581284,0.655834615,0
Venezuela,2018 [YR2018],..,..,..,..,..,..,..,..,..
Venezuela,2019 [YR2019],..,..,..,..,..,..,..,..,..
Venezuela,2020 [YR2020],..,..,..,..,..,..,..,..,..
Venezuela,2021 [YR2021],..,..,..,..,..,..,..,..,..
Venezuela,2022 [YR2022],..,..,..,..,..,..,..,..,..
Venezuela,2023 [YR2023],..,..,..,..,..,..,..,..,..
