country_code,country_name,year,fertility_rate_15_19,fertility_rate_20_24,fertility_rate_25_29,fertility_rate_30_34,fertility_rate_35_39,fertility_rate_40_44,fertility_rate_45_49,total_fertility_rate,gross_reproduction_rate,sex_ratio_at_birth,infant_mortality,life_expectancy,infant_mortality_female,life_expectancy_female
NS,Suriname,2020,22.9,74.9,120.9,96.6,41,13.3,1.8,1.86,0.9073,1.05,22.12,73.3,18.23,75.89
NS,Suriname,2021,21.8,73.9,120.6,96.5,40.7,13.3,1.8,1.846,0.9005,1.0499,21.4,73.55,17.62,76.16
NS,Suriname,2022,20.7,72.8,120.4,96.5,40.4,13.3,1.8,1.832,0.8937,1.05,20.7,73.8,17.03,76.42
NS,Suriname,2023,19.5,71.8,120.1,96.4,40.2,13.2,1.8,1.818,0.8868,1.05,20.02,74.04,16.46,76.68
PA,Paraguay,1972,74,229,274,256,200,117,15,5.825,2.8415,1.05,58.01,66.22,51.29,68.52
PA,Paraguay,1973,75.2,228.4,265.6,245.8,189.8,108.6,15,5.642,2.7522,1.05,58.01,66.41,51.29,68.73
PA,Paraguay,1974,76.4,227.8,257.2,235.6,179.6,100.2,15,5.459,2.6629,1.05,58.01,66.6,51.29,68.93
PA,Paraguay,1975,77.6,227.2,248.8,225.4,169.4,91.8,15,5.276,2.5736,1.05,58.01,66.79,51.29,69.14
PA,Paraguay,1976,78.8,226.6,240.4,215.2,159.2,83.4,15,5.093,2.4844,1.05,58.01,66.97,51.29,69.33
PA,Paraguay,1977,80,226,232,205,149,75,15,4.91,2.3951,1.05,58.01,67.15,51.29,69.52
PA,Paraguay,1978,81.4,224.5,230.5,204.3,148.4,74.6,14.8,4.8925,2.3866,1.05,58.01,67.32,51.29,69.71
PA,Paraguay,1979,82.8,223,229,203.5,147.8,74.2,14.7,4.875,2.378,1.05,58.01,67.49,51.29,69.89
PA,Paraguay,1980,84.3,221.5,227.5,202.7,147.2,73.8,14.5,4.8575,2.3695,1.05,56.75,67.84,50.23,70.23
PA,Paraguay,1981,85.7,220,226,202,146.7,73.3,14.3,4.84,2.361,1.05,55.52,68.19,49.2,70.56
PA,Paraguay,1982,87.1,218.5,224.5,201.3,146.1,72.9,14.2,4.8225,2.3524,1.05,54.31,68.53,48.18,70.89
PA,Paraguay,1983,88.5,217,223,200.5,145.5,72.5,14,4.805,2.3439,1.05,53.13,68.86,47.19,71.21
PA,Paraguay,1984,89.9,215.5,221.5,199.7,144.9,72.1,13.8,4.7875,2.3354,1.05,51.98,69.19,46.22,71.53
PA,Paraguay,1985,91.3,214,220,199,144.3,71.7,13.7,4.77,2.3268,1.05,50.85,69.52,45.26,71.84
PA,Paraguay,1986,92.7,212.5,218.5,198.2,143.8,71.2,13.5,4.7525,2.3183,1.05,49.74,69.83,44.33,72.14
PA,Paraguay,1987,94.2,211,217,197.5,143.2,70.8,13.3,4.735,2.3098,1.05,48.66,70.15,43.41,72.44
PA,Paraguay,1988,95.6,209.5,215.5,196.8,142.6,70.4,13.2,4.7175,2.3012,1.05,47.6,70.46,42.52,72.73
PA,Paraguay,1989,97,208,214,196,142,70,13,4.7,2.2927,1.05,46.56,70.76,41.64,73.02
PA,Paraguay,1990,100.3,209.3,214.3,183.3,133.3,67,13,4.6033,2.2455,1.05,45.55,71.06,40.77,73.31
PA,Paraguay,1991,103.7,210.7,214.7,170.7,124.7,64,13,4.5067,2.1984,1.05,44.55,71.35,39.93,73.59
PA,Paraguay,1992,107,212,215,158,116,61,13,4.41,2.1512,1.05,43.58,71.64,39.1,73.86
PA,Paraguay,1993,102.8,210.6,212.3,156.5,118.8,55,13,4.345,2.1195,1.05,42.32,71.89,37.49,74.21
PA,Paraguay,1994,98.6,209.1,209.6,155.1,121.6,49,13,4.28,2.0878,1.05,41.1,72.14,35.94,74.56
PA,Paraguay,1995,94.3,207.7,206.9,153.6,124.4,43,13,4.215,2.0561,1.05,39.92,72.39,34.45,74.89
PA,Paraguay,1996,90.1,206.2,204.2,152.2,127.2,37,13,4.15,2.0244,1.05,38.6,72.66,33.2,75.18
PA,Paraguay,1997,82.4,192.2,189.8,143.1,118.4,37,13,3.88,1.8927,1.05,37.32,72.92,31.99,75.46
PA,Paraguay,1998,74.7,178.1,175.4,134.1,109.7,37,13,3.61,1.761,1.05,36.08,73.18,30.82,75.73
PA,Paraguay,1999,67,164,161,125,101,37,13,3.34,1.6293,1.05,34.87,73.43,29.7,76
PA,Paraguay,2000,66.4,159.4,154.7,124.1,90.4,36.7,13,3.2233,1.5723,1.05,33.71,73.68,28.61,76.27
PA,Paraguay,2001,65.7,154.8,148.5,123.1,79.7,36.4,13,3.1067,1.5155,1.05,32.57,73.93,27.55,76.54
PA,Paraguay,2002,65.1,150.3,142.2,122.2,69.1,36.1,13,2.99,1.4585,1.05,31.46,74.18,26.53,76.8
PA,Paraguay,2003,64.6,142.7,139.9,115.9,64.1,34.5,13,2.8737,1.4018,1.05,30.39,74.42,25.54,77.05
PA,Paraguay,2004,64.1,135.1,137.6,109.6,59.1,33,13,2.7575,1.3451,1.05,29.36,74.65,24.59,77.3
PA,Paraguay,2005,63.5,127.6,135.3,103.3,54,31.5,13,2.6412,1.2884,1.05,28.36,74.89,23.67,77.55
PA,Paraguay,2006,63,120,133,97,49,30,13,2.525,1.2317,1.05,27.39,75.11,22.8,77.79
PA,Paraguay,2007,56.4,113.3,132,97.6,47.9,28,11.6,2.4338,1.1872,1.05,26.45,75.34,21.96,78.02
PA,Paraguay,2008,49.8,106.6,131,98.2,46.8,25.9,10.3,2.3425,1.1427,1.05,25.55,75.56,21.16,78.26
PA,Paraguay,2009,43.2,99.9,130,98.8,45.7,23.9,8.9,2.2513,1.0982,1.05,24.68,75.77,20.38,78.49
PA,Paraguay,2010,36.6,93.2,128.9,99.3,44.6,21.8,7.5,2.16,1.0537,1.05,23.83,75.99,19.62,78.71
PA,Paraguay,2011,33,89.5,128.4,99.7,44,20.7,6.8,2.11,1.0293,1.05,23.02,76.19,18.91,78.93
PA,Paraguay,2012,29.4,85.8,127.8,100,43.4,19.6,6,2.06,1.0049,1.05,22.24,76.4,18.23,79.14
PA,Paraguay,2013,25.8,82.1,127.3,100.3,42.8,18.5,5.3,2.01,0.9805,1.05,21.48,76.6,17.57,79.35
PA,Paraguay,2014,22.2,78.5,126.7,100.6,42.2,17.3,4.5,1.96,0.9561,1.05,20.75,76.8,16.93,79.56
PA,Paraguay,2015,18.5,74.8,126.2,100.9,41.6,16.2,3.8,1.91,0.9317,1.05,20.05,76.99,16.31,79.77
PA,Paraguay,2016,18.3,74.6,126.1,101,41.5,16.2,3.7,1.9069,0.9302,1.05,19.38,77.18,15.74,79.97
PA,Paraguay,2017,18.1,74.3,126.1,101,41.5,16.1,3.7,1.9037,0.9286,1.05,18.73,77.36,15.19,80.16
PA,Paraguay,2018,17.9,74.1,126.1,101,41.5,16,3.6,1.9006,0.9271,1.05,18.1,77.55,14.66,80.35
PA,Paraguay,2019,17.6,73.9,126,101,41.4,15.9,3.6,1.8974,0.9256,1.05,17.49,77.73,14.14,80.54
PA,Paraguay,2020,17.4,73.6,126,101,41.4,15.9,3.5,1.8943,0.924,1.05,16.91,77.9,13.65,80.73
PA,Paraguay,2021,17.2,73.4,126,101.1,41.3,15.8,3.5,1.8911,0.9225,1.05,16.36,78.07,13.19,80.91
PA,Paraguay,2022,16.9,73.2,125.9,101.1,41.3,15.7,3.4,1.888,0.921,1.05,15.82,78.24,12.75,81.08
PA,Paraguay,2023,16.7,72.9,125.9,101.1,41.3,15.7,3.4,1.8849,0.9195,1.05,15.31,78.41,12.32,81.26
PE,Peru,1981,82.5,206.6,222.2,183.1,137,67.3,16.4,4.5755,2.2365,1.0458,83.93,59.7,77.51,61.69
PE,Peru,1982,81.3,199.1,214.5,175.7,132,66.2,15.6,4.422,2.1615,1.0458,81.5,60.19,75.24,62.19
PE,Peru,1983,80.2,191.5,206.8,168.4,127,65.1,14.8,4.2685,2.0865,1.0458,78.77,60.76,72.57,62.77
PE,Peru,1984,79,184,199,161,122,64,14,4.115,2.0114,1.0458,76.13,61.31,70,63.34
PE,Peru,1985,78.6,183.5,195.3,158.9,119.7,62,13.3,4.0565,1.9828,1.0458,72.32,61.86,66.55,63.85
PE,Peru,1986,78.2,183,191.6,156.8,117.4,60,12.6,3.998,1.9542,1.0458,68.69,62.39,63.26,64.34
PE,Peru,1987,77.8,182.5,187.9,154.7,115.1,58,11.9,3.9395,1.9257,1.0458,65.23,62.9,60.14,64.81
PE,Peru,1988,77.4,182,184.2,152.6,112.8,56,11.2,3.881,1.8971,1.0458,61.95,63.4,57.16,65.26
PE,Peru,1989,77,181.5,180.5,150.5,110.5,54,10.5,3.8225,1.8685,1.0458,58.83,63.88,54.33,65.7
PE,Peru,1990,76.6,181,176.8,148.4,108.2,52,9.8,3.764,1.8399,1.0458,55.86,64.34,51.63,66.12
PE,Peru,1991,76.2,180.5,173.1,146.3,105.9,50,9.1,3.7055,1.8113,1.0458,53.03,64.79,49.07,66.52
PE,Peru,1992,75.8,180,169.4,144.2,103.6,48,8.4,3.647,1.7827,1.0458,50.35,65.22,46.63,66.91
PE,Peru,1993,75.4,179.5,165.7,142.1,101.3,46,7.7,3.5885,1.7541,1.0458,47.8,65.63,44.31,67.29
PE,Peru,1994,75,179,162,140,99,44,7,3.53,1.7255,1.0458,45.37,66.04,42.1,67.65
PE,Peru,1995,73.2,171.2,156.4,134.4,95,41.6,6.8,3.393,1.6585,1.0458,43.07,66.43,40,67.99
PE,Peru,1996,71.4,163.4,150.8,128.8,91,39.2,6.6,3.256,1.5916,1.0458,40.99,66.96,37.97,68.56
PE,Peru,1997,69.6,155.6,145.2,123.2,87,36.8,6.4,3.119,1.5246,1.0458,39.01,67.46,36.05,69.1
PE,Peru,1998,67.8,147.8,139.6,117.6,83,34.4,6.2,2.982,1.4576,1.0458,37.13,67.95,34.22,69.63
PE,Peru,1999,66,140,134,112,79,32,6,2.845,1.3907,1.0458,35.33,68.43,32.48,70.13
PE,Peru,2000,64.6,137,131.4,111,77.2,30.6,5.8,2.788,1.3628,1.0458,33.62,68.88,30.82,70.61
PE,Peru,2001,63.2,134,128.8,110,75.4,29.2,5.6,2.731,1.3349,1.0458,31.99,69.32,29.25,71.07
PE,Peru,2002,61.8,131,126.2,109,73.6,27.8,5.4,2.674,1.3071,1.0458,30.44,69.75,27.76,71.52
PE,Peru,2003,60.4,128,123.6,108,71.8,26.4,5.2,2.617,1.2792,1.0458,28.96,70.16,26.35,71.95
PE,Peru,2004,59,125,121,107,70,25,5,2.56,1.2513,1.0458,27.56,70.56,25,72.36
PE,Peru,2005,57.1,122.6,120.9,106.6,68.8,24.5,4.9,2.5267,1.2351,1.0458,26.72,70.85,24.18,72.68
PE,Peru,2006,55.2,120.2,120.8,106.1,67.5,24.1,4.8,2.4933,1.2187,1.0458,25.9,71.13,23.38,72.99
PE,Peru,2007,53.3,117.8,120.7,105.7,66.3,23.6,4.7,2.46,1.2025,1.0458,25.11,71.4,22.61,73.3
PE,Peru,2008,51.4,115.4,120.5,105.3,65,23.1,4.5,2.4267,1.1862,1.0458,24.35,71.68,21.87,73.6
PE,Peru,2009,49.5,113,120.4,104.9,63.8,22.7,4.4,2.3933,1.1699,1.0458,23.6,71.95,21.15,73.9
PE,Peru,2010,47.6,110.6,120.3,104.4,62.6,22.2,4.3,2.36,1.1536,1.0458,22.88,72.21,20.45,74.19
PE,Peru,2011,45.6,108,120.2,104,61.2,21.7,4.2,2.324,1.136,1.0458,22.18,72.47,19.77,74.48
PE,Peru,2012,43.5,105.4,120.1,103.5,59.9,21.2,4.1,2.288,1.1184,1.0458,21.5,72.73,19.12,74.76
PE,Peru,2013,41.5,102.8,119.9,103.1,58.5,20.7,3.9,2.252,1.1008,1.0458,20.85,72.98,18.49,75.05
PE,Peru,2014,39.4,100.2,119.8,102.6,57.2,20.2,3.8,2.216,1.0832,1.0458,20.21,73.23,17.88,75.33
PE,Peru,2015,37.3,97.6,119.7,102.1,55.9,19.7,3.7,2.18,1.0656,1.0458,19.59,73.48,17.29,75.6
PE,Peru,2016,35.8,95.6,119.6,101.8,54.8,19.3,3.6,2.152,1.0519,1.0458,18.97,73.73,16.71,75.87
PE,Peru,2017,34.2,93.6,119.5,101.4,53.8,18.9,3.5,2.124,1.0382,1.0458,18.37,73.98,16.15,76.14
PE,Peru,2018,32.6,91.5,119.4,101.1,52.7,18.5,3.4,2.096,1.0245,1.0458,17.79,74.22,15.62,76.41
PE,Peru,2019,31,89.5,119.3,100.7,51.7,18.1,3.3,2.068,1.0109,1.0458,17.23,74.46,15.1,76.67
PE,Peru,2020,29.4,87.5,119.2,100.3,50.7,17.7,3.2,2.04,0.9972,1.0458,16.69,74.7,14.59,76.93
PE,Peru,2021,28.2,86.1,119.1,100.1,49.9,17.5,3.1,2.02,0.9874,1.0458,16.18,74.93,14.13,77.18
PE,Peru,2022,27.1,84.6,119,99.8,49.2,17.2,3,2,0.9776,1.0458,15.68,75.15,13.68,77.42
PE,Peru,2023,26,83.2,119,99.6,48.4,16.9,3,1.98,0.9678,1.0458,15.2,75.37,13.24,77.67
UY,Uruguay,1984,51,121,130,94,53,19,2,2.35,1.143,1.0561,29,71.11,26.17,74.19
UY,Uruguay,1985,55.8,131,135.6,98.9,55.5,17.6,1.6,2.4804,1.2064,1.0561,30.35,72.03,26.76,75.63
UY,Uruguay,1986,57.1,128.6,137.8,97.8,57.4,16.2,1.5,2.4821,1.2075,1.0556,27.83,72.13,24.66,75.56
UY,Uruguay,1987,53.6,123.6,136.3,97.7,55.9,16,1.6,2.423,1.1798,1.0537,23.87,72.39,21.17,75.8
UY,Uruguay,1988,57,128.4,137.7,97.8,57.3,16.2,1.5,2.4799,1.2087,1.0517,23.12,72.52,20.51,75.92
UY,Uruguay,1989,58.3,130.3,138.3,97.9,57.9,16.3,1.5,2.5022,1.2207,1.0499,22.03,72.67,19.55,76.06
UY,Uruguay,1990,60.6,133.5,139.3,98,58.8,16.5,1.5,2.5406,1.2405,1.048,20.62,72.56,18.31,75.95
UY,Uruguay,1991,55.2,125.9,137,97.7,56.6,16.1,1.5,2.45,1.1974,1.046,20.76,73.06,18.43,76.42
UY,Uruguay,1992,52.9,122.7,136,97.7,55.6,15.9,1.6,2.4117,1.1798,1.0441,18.52,73.27,16.46,76.61
UY,Uruguay,1993,56.5,127.7,137.5,97.8,57.1,16.2,1.5,2.4719,1.2104,1.0422,20.48,72.72,18.19,76.09
UY,Uruguay,1994,55.7,126.6,137.2,97.8,56.8,16.1,1.5,2.4583,1.2048,1.0404,18.98,73.52,16.87,76.84
UY,Uruguay,1995,54,124.2,136.5,97.7,56.1,16,1.6,2.43,1.1921,1.0385,19.89,73.06,17.67,76.4
UY,Uruguay,1996,76.6,125.7,133.3,100.8,54.1,15.8,1.2,2.5373,1.2459,1.0365,18.06,73.64,16.07,76.95
UY,Uruguay,1997,73.2,122.5,132.5,100.6,53.2,15.7,1.2,2.4947,1.225,1.0366,16.36,74.09,14.57,77.36
UY,Uruguay,1998,62.2,112.2,130,99.8,50.6,15.2,1.3,2.3569,1.1573,1.0365,15.92,73.65,14.18,76.95
UY,Uruguay,1999,59.8,109.9,129.5,99.6,50,15.1,1.4,2.3262,1.1423,1.0365,14.29,73.74,12.74,77.03
UY,Uruguay,2000,55.2,105.6,128.4,99.3,48.9,14.9,1.4,2.2682,1.1138,1.0365,13.91,74.66,12.41,77.9
UY,Uruguay,2001,52,102.5,127.7,99,48.1,14.8,1.5,2.2277,1.0938,1.0366,13.78,74.54,12.3,77.79
UY,Uruguay,2002,51.5,102.1,127.5,99,48,14.8,1.5,2.2217,1.0909,1.0366,13.64,74.56,12.17,77.81
UY,Uruguay,2003,46.8,97.7,126.5,98.7,46.9,14.6,1.5,2.163,1.0621,1.0366,14.76,74.29,13.16,77.55
UY,Uruguay,2004,44.8,95.8,126,98.5,46.4,14.5,1.6,2.1374,1.0495,1.0365,13.11,74.65,11.71,77.89
UY,Uruguay,2005,34.2,85.8,123.6,97.7,43.8,14,1.7,2.0042,0.9841,1.0365,12.41,74.79,11.09,78.02
UY,Uruguay,2006,35.3,86.8,123.8,97.8,44.1,14.1,1.7,2.0179,0.9909,1.0365,10.55,75.52,9.46,78.71
UY,Uruguay,2007,33.1,84.8,123.3,97.7,43.6,14,1.7,1.9909,0.9776,1.0365,10.4,75.64,9.3,78.85
UY,Uruguay,2008,31,82.8,122.8,97.5,43.1,13.9,1.7,1.964,0.9644,1.0365,10.24,75.76,9.14,78.98
UY,Uruguay,2009,28.8,80.7,122.3,97.4,42.5,13.8,1.8,1.937,0.9511,1.0365,10.09,75.88,8.99,79.12
UY,Uruguay,2010,26.7,78.7,121.8,97.2,42,13.7,1.8,1.91,0.9379,1.0365,9.94,76,8.83,79.25
UY,Uruguay,2011,25.3,77.4,121.5,97.1,41.7,13.6,1.8,1.892,0.929,1.0366,9.69,76.21,8.61,79.46
UY,Uruguay,2012,23.8,76,121.2,97,41.3,13.6,1.8,1.874,0.9202,1.0365,9.44,76.41,8.38,79.66
UY,Uruguay,2013,22.4,74.7,120.9,96.9,41,13.5,1.8,1.856,0.9114,1.0365,9.2,76.61,8.17,79.86
UY,Uruguay,2014,21,73.3,120.5,96.8,40.6,13.5,1.9,1.838,0.9025,1.0365,8.97,76.81,7.95,80.06
UY,Uruguay,2015,19.5,72,120.2,96.7,40.3,13.4,1.9,1.82,0.8937,1.0365,8.74,77,7.75,80.26
UY,Uruguay,2016,18.7,71.2,120,96.6,40.1,13.4,1.9,1.81,0.8888,1.0365,8.54,77.19,7.56,80.45
UY,Uruguay,2017,18,70.5,119.8,96.6,39.9,13.3,1.9,1.8,0.8839,1.0365,8.33,77.37,7.38,80.63
UY,Uruguay,2018,17.2,69.7,119.6,96.5,39.7,13.3,1.9,1.79,0.8789,1.0366,8.14,77.55,7.21,80.81
UY,Uruguay,2019,16.4,69,119.5,96.5,39.5,13.3,1.9,1.78,0.874,1.0365,7.94,77.73,7.03,80.99
UY,Uruguay,2020,15.6,68.2,119.3,96.4,39.3,13.2,1.9,1.77,0.8691,1.0366,7.75,77.91,6.86,81.17
UY,Uruguay,2021,15.1,67.8,119.2,96.4,39.2,13.2,1.9,1.764,0.8662,1.0366,7.58,78.08,6.71,81.34
UY,Uruguay,2022,14.6,67.3,119.1,96.3,39.1,13.2,1.9,1.758,0.8632,1.0365,7.41,78.25,6.56,81.51
UY,Uruguay,2023,14.1,66.9,119,96.3,39,13.2,1.9,1.752,0.8603,1.0365,7.25,78.42,6.42,81.67
VE,Venezuela,1990,102.2,191.4,175.2,128,75.8,28.1,5.4,3.53,1.722,1.05,34.02,69.98,29.63,72.94
VE,Venezuela,1991,101.2,187.9,171.2,124.6,73.7,27.3,5.3,3.456,1.6859,1.05,32.37,70.3,28.32,73.25
VE,Venezuela,1992,100.3,184.5,167.1,121.3,71.5,26.5,5.2,3.382,1.6498,1.05,30.81,70.6,27.06,73.57
VE,Venezuela,1993,99.3,181.1,163.1,117.9,69.3,25.6,5.1,3.308,1.6137,1.05,29.31,70.9,25.86,73.87
VE,Venezuela,1994,98.4,177.7,159.1,114.6,67.2,24.8,5,3.234,1.5776,1.05,27.89,71.19,24.71,74.18
VE,Venezuela,1995,97.5,174.3,155.1,111.2,65,24,4.9,3.16,1.5415,1.05,26.54,71.47,23.61,74.47
VE,Venezuela,1996,96.6,171.2,151.5,108.2,63.1,23.3,4.8,3.094,1.5093,1.05,25.25,71.75,22.56,74.77
VE,Venezuela,1997,95.8,168.2,147.9,105.2,61.2,22.6,4.7,3.028,1.4771,1.05,24.02,72.02,21.56,75.06
VE,Venezuela,1998,94.9,165.1,144.3,102.2,59.3,21.9,4.6,2.962,1.4449,1.05,22.85,72.28,20.59,75.34
VE,Venezuela,1999,94.1,162.1,140.8,99.2,57.3,21.2,4.5,2.896,1.4127,1.05,21.74,72.54,19.68,75.62
VE,Venezuela,2000,93.3,159,137.2,96.2,55.4,20.5,4.4,2.83,1.3805,1.05,20.68,72.79,18.8,75.9
VE,Venezuela,2001,92.8,157.3,135.2,94.4,54.2,19.9,4.3,2.79,1.361,1.05,19.83,72.99,18.21,76.09
VE,Venezuela,2002,92.9,154.7,133.1,93.8,53.7,19.7,4.2,2.76,1.3463,1.05,19.02,73.18,17.64,76.28
VE,Venezuela,2003,93.2,151.2,130.3,92.9,53.1,19.4,4,2.72,1.3268,1.05,18.24,73.37,17.08,76.47
VE,Venezuela,2004,93.3,148.6,128.3,92.2,52.6,19.1,3.9,2.69,1.3122,1.05,17.49,73.56,16.55,76.66
VE,Venezuela,2005,93.6,145.1,125.5,91.4,51.9,18.8,3.8,2.65,1.2927,1.05,16.77,73.74,16.03,76.84
VE,Venezuela,2006,93.7,142.5,123.4,90.7,51.4,18.6,3.6,2.62,1.278,1.05,16.47,73.81,15.83,76.91
VE,Venezuela,2007,94,139,120.7,89.8,50.8,18.3,3.5,2.58,1.2585,1.05,16.17,73.89,15.64,76.98
VE,Venezuela,2008,94.2,136.4,118.6,89.2,50.3,18,3.4,2.55,1.2439,1.05,15.88,73.96,15.45,77.05
VE,Venezuela,2009,94.3,133.8,116.5,88.5,49.8,17.8,3.3,2.52,1.2293,1.05,15.6,74.03,15.26,77.12
VE,Venezuela,2010,94.5,131.2,114.5,87.8,49.3,17.5,3.1,2.49,1.2146,1.05,15.32,74.1,15.07,77.19
VE,Venezuela,2011,94.6,129.4,113.1,87.4,49,17.4,3.1,2.47,1.2049,1.05,15.05,74.17,14.89,77.26
VE,Venezuela,2012,94.7,127.7,111.7,87,48.7,17.2,3,2.45,1.1951,1.05,14.46,74.52,14.19,77.63
VE,Venezuela,2013,91.4,125.1,111.9,87.3,48.3,17.1,3,2.42,1.1805,1.05,13.9,74.87,13.53,77.99
VE,Venezuela,2014,89.1,123.4,112.1,87.6,48,16.9,2.9,2.4,1.1707,1.05,13.35,75.2,12.9,78.34
VE,Venezuela,2015,85.7,120.8,112.4,87.9,47.6,16.8,2.9,2.37,1.1561,1.05,12.84,75.54,12.3,78.69
VE,Venezuela,2016,83.4,119.1,112.5,88.2,47.3,16.7,2.9,2.35,1.1463,1.05,12.51,75.75,11.93,78.91
VE,Venezuela,2017,80.1,116.5,112.8,88.5,46.8,16.5,2.8,2.32,1.1317,1.05,12.19,75.96,11.58,79.12
VE,Venezuela,2018,77.8,114.7,113,88.8,46.6,16.4,2.8,2.3,1.122,1.05,11.88,76.17,11.23,79.33
VE,Venezuela,2019,75.5,113,113.1,89,46.3,16.3,2.8,2.28,1.1122,1.05,11.57,76.37,10.9,79.54
VE,Venezuela,2020,73.3,111.3,113.3,89.3,46,16.2,2.7,2.26,1.1024,1.05,11.28,76.57,10.57,79.75
VE,Venezuela,2021,71,109.6,113.5,89.5,45.7,16,2.7,2.24,1.0927,1.05,11,76.77,10.27,79.95
VE,Venezuela,2022,68.8,107.8,113.6,89.7,45.4,15.9,2.7,2.22,1.0829,1.05,10.72,76.96,9.97,80.14
VE,Venezuela,2023,66.5,106.1,113.8,90,45.1,15.8,2.7,2.2,1.0732,1.05,10.46,77.15,9.69,80.34
